0,0,0,0
0.00045,0,0,0
0.0009,0,0,0
0.00135,0,0,0
0.0018,0,0,0
0.00225,0,0,0
0.0027,0,0,0
0.00315,0,0,0
0.0036,0,0,0
0.00405,0,0,0
0.0045,0,0,0
0.00495,0,0,0
0.0054,0,0,0
0.00585,0,0,0
0.0063,0,0,0
0.00675,0,0,0
0.0072,0,0,0
0.00765,0,0,0
0.0081,0,0,0
0.00855,0,0,0
0.009,0,0,0
0.00945,0,0,0
0.0099,0,0,0
0.01035,0,0,0
0.0108,0,0,0
0.01125,0,0,0
0.0117,0,0,0
0.01215,0,0,0
0.0126,0,0,0
0.01305,0,0,0
0.0135,0,0,0
0.01395,0,0,0
0.0144,0,0,0
0.01485,0,0,0
0.0153,0,0,0
0.01575,0,0,0
0.0162,0,0,0
0.01665,0,0,0
0.0171,0,0,0
0.01755,0,0,0
0.018,0,0,0
0.01845,0,0,0
0.0189,0,0,0
0.01935,0,0,0
0.0198,0,0,0
0.02025,0,0,0
0.0207,0,0,0
0.02115,0,0,0
0.0216,0,0,0
0.02205,0,0,0
0.0225,0,0,0
0.02295,0,0,0
0.0234,0,0,0
0.02385,0,0,0
0.0243,0,0,0
0.02475,0,0,0
0.0252,0,0,0
0.02565,0,0,0
0.0261,0,0,0
0.02655,0,0,0
0.027,0,0,0
0.02745,0,0,0
0.0279,0,0,0
0.02835,0,0,0
0.0288,0,0,0
0.02925,0,0,0
0.0297,0,0,0
0.03015,0,0,0
0.0306,0,0,0
0.03105,0,0,0
0.0315,0,0,0
0.03195,0,0,0
0.0324,0,0,0
0.03285,0,0,0
0.0333,0,0,0
0.03375,0,0,0
0.0342,0,0,0
0.03465,0,0,0
0.0351,0,0,0
0.03555,0,0,0
0.036,0,0,0
0.03645,0,0,0
0.0369,0,0,0
0.03735,0,0,0
0.0378,0,0,0
0.03825,0,0,0
0.0387,0,0,0
0.03915,0,0,0
0.0396,0,0,0
0.04005,0,0,0
0.0405,0,0,0
0.04095,0,0,0
0.0414,0,0,0
0.04185,0,0,0
0.0423,0,0,0
0.04275,0,0,0
0.0432,0,0,0
0.04365,0,0,0
0.0441,0,0,0
0.04455,0,0,0
0.045,0,0,0
0.04545,0,0,0
0.0459,0,0,0
0.04635,0,0,0
0.0468,0,0,0
0.04725,0,0,0
0.0477,0,0,0
0.04815,0,0,0
0.0486,0,0,0
0.04905,0,0,0
0.0495,0,0,0
0.04995,0,0,0
0.0504,0,0,0
0.05085,0,0,0
0.0513,0,0,0
0.05175,0,0,0
0.0522,0,0,0
0.05265,0,0,0
0.0531,0,0,0
0.05355,0,0,0
0.054,0,0,0
0.05445,0,0,0
0.0549,0,0,0
0.05535,0,0,0
0.0558,0,0,0
0.05625,0,0,0
0.0567,0,0,0
0.05715,0,0,0
0.0576,0,0,0
0.05805,0,0,0
0.0585,0,0,0
0.05895,0,0,0
0.0594,0,0,0
0.05985,0,0,0
0.0603,0,0,0
0.06075,0,0,0
0.0612,0,0,0
0.06165,0,0,0
0.0621,0,0,0
0.06255,0,0,0
0.063,0,0,0
0.06345,0,0,0
0.0639,0,0,0
0.06435,0,0,0
0.0648,0,0,0
0.06525,0,0,0
0.0657,0,0,0
0.06615,0,0,0
0.0666,0,0,0
0.06705,0,0,0
0.0675,0,0,0
0.06795,0,0,0
0.0684,0,0,0
0.06885,0,0,0
0.0693,0,0,0
0.06975,0,0,0
0.0702,0,0,0
0.07065,0,0,0
0.0711,0,0,0
0.07155,0,0,0
0.072,0,0,0
0.07245,0,0,0
0.0729,0,0,0
0.07335,0,0,0
0.0738,0,0,0
0.07425,0,0,0
0.0747,0,0,0
0.07515,0,0,0
0.0756,0,0,0
0.07605,0,0,0
0.0765,0,0,0
0.07695,0,0,0
0.0774,0,0,0
0.07785,0,0,0
0.0783,0,0,0
0.07875,0,0,0
0.0792,0,0,0
0.07965,0,0,0
0.0801,0,0,0
0.08055,0,0,0
0.081,0,0,0
0.08145,0,0,0
0.0819,0,0,0
0.08235,0,0,0
0.0828,0,0,0
0.08325,0,0,0
0.0837,0,0,0
0.08415,0,0,0
0.0846,0,0,0
0.08505,0,0,0
0.0855,0,0,0
0.08595,0,0,0
0.0864,0,0,0
0.08685,0,0,0
0.0873,0,0,0
0.08775,0,0,0
0.0882,0,0,0
0.08865,0,0,0
0.0891,0,0,0
0.08955,0,0,0
0.09,0,0,0
0.09045,0,0,0
0.0909,0,0,0
0.09135,0,0,0
0.0918,0,0,0
0.09225,0,0,0
0.0927,0,0,0
0.09315,0,0,0
0.0936,0,0,0
0.09405,0,0,0
0.0945,0,0,0
0.09495,0,0,0
0.0954,0,0,0
0.09585,0,0,0
0.0963,0,0,0
0.09675,0,0,0
0.0972,0,0,0
0.09765,0,0,0
0.0981,0,0,0
0.09855,0,0,0
0.099,0,0,0
0.09945,0,0,0
0.0999,0,0,0
0.10035,0,0,0
0.1008,0,0,0
0.10125,0,0,0
0.1017,0,0,0
0.10215,0,0,0
0.1026,0,0,0
0.10305,0,0,0
0.1035,0,0,0
0.10395,0,0,0
0.1044,0,0,0
0.10485,0,0,0
0.1053,0,0,0
0.10575,0,0,0
0.1062,0,0,0
0.10665,0,0,0
0.1071,0,0,0
0.10755,0,0,0
0.108,0,0,0
0.10845,0,0,0
0.1089,0,0,0
0.10935,0,0,0
0.1098,0,0,0
0.11025,0,0,0
0.1107,0,0,0
0.11115,0,0,0
0.1116,0,0,0
0.11205,0,0,0
0.1125,0,0,0
0.11295,0,0,0
0.1134,0,0,0
0.11385,0,0,0
0.1143,0,0,0
0.11475,0,0,0
0.1152,0,0,0
0.11565,0,0,0
0.1161,0,0,0
0.11655,0,0,0
0.117,0,0,0
0.11745,0,0,0
0.1179,0,0,0
0.11835,0,0,0
0.1188,0,0,0
0.11925,0,0,0
0.1197,0,0,0
0.12015,0,0,0
0.1206,0,0,0
0.12105,0,0,0
0.1215,0,0,0
0.12195,0,0,0
0.1224,0,0,0
0.12285,0,0,0
0.1233,0,0,0
0.12375,0,0,0
0.1242,0,0,0
0.12465,0,0,0
0.1251,0,0,0
0.12555,0,0,0
0.126,0,0,0
0.12645,0,0,0
0.1269,0,0,0
0.12735,0,0,0
0.1278,0,0,0
0.12825,0,0,0
0.1287,0,0,0
0.12915,0,0,0
0.1296,0,0,0
0.13005,0,0,0
0.1305,0,0,0
0.13095,0,0,0
0.1314,0,0,0
0.13185,0,0,0
0.1323,0,0,0
0.13275,0,0,0
0.1332,0,0,0
0.13365,0,0,0
0.1341,0,0,0
0.13455,0,0,0
0.135,0,0,0
